辽宁移动 央视（支持时移和回看）,#genre#
江苏好享购物_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000003000008938/1.m3u8?channel-id=bestzb&Contentid=5000000003000008938&livemode=1&stbId=m
江苏卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000019351/1.m3u8?channel-id=bestzb&Contentid=5000000004000019351&livemode=1&stbId=m
江苏卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000018509/1.m3u8?channel-id=bestzb&Contentid=5000000010000018509&livemode=1&stbId=m
江苏卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000014861/1.m3u8?channel-id=wasusyt&Contentid=6000000000000014861&livemode=1&stbId=m
江苏卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000001828/1.m3u8?channel-id=ystenlive&Contentid=1000000000000001828&livemode=1&stbId=m
江苏卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000004684/1.m3u8?channel-id=ystenlive&Contentid=1000000000000004684&livemode=1&stbId=m
江苏卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265030/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265030&livemode=1&stbId=m
江苏优漫卡通_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000003000030492/1.m3u8?channel-id=wasusyt&Contentid=6000000003000030492&livemode=1&stbId=m
江苏优漫卡通_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=m
江西卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000032154/1.m3u8?channel-id=bestzb&Contentid=5000000000000032154&livemode=1&stbId=m
江西卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000011210/1.m3u8?channel-id=bestzb&Contentid=5000000004000011210&livemode=1&stbId=m
江西卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000013731/1.m3u8?channel-id=ystenlive&Contentid=1000000000000013731&livemode=1&stbId=m
江西卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=m
江西卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=m
睛彩广场舞_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011523/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=m
睛彩广场舞_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270008/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270008&livemode=1&stbId=m
睛彩广场舞(水印)_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011524/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=m
睛彩广场舞(水印)_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270003/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270003&livemode=1&stbId=m
睛彩广场舞(水印)_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270005/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270005&livemode=1&stbId=m
睛彩竞技_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011528/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=m
睛彩竞技_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011530/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011530&livemode=1&stbId=m
睛彩竞技_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270001&livemode=1&stbId=m
睛彩篮球_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011529/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=m
睛彩篮球_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011531/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=m
睛彩篮球_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270002&livemode=1&stbId=m
睛彩篮球_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270006/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270006&livemode=1&stbId=m
睛彩青少_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011525/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=m
睛彩青少_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000031315/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000031315&livemode=1&stbId=m
睛彩青少_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000006000270007/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270007&livemode=1&stbId=m
精彩影视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000006000320630/1.m3u8?channel-id=wasusyt&Contentid=6000000006000320630&livemode=1&stbId=m
聚鲨环球精选_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000004000014516/1.m3u8?channel-id=wasusyt&Contentid=6000000004000014516&livemode=1&stbId=m
辽宁家庭理财_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031210/1.m3u8?channel-id=bestzb&Contentid=5000000011000031210&livemode=1&stbId=m
辽宁卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000008940/1.m3u8?channel-id=bestzb&Contentid=5000000000000008940&livemode=1&stbId=m
辽宁卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=m
辽宁卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000001945/1.m3u8?channel-id=ystenlive&Contentid=1000000000000001945&livemode=1&stbId=m
辽宁卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000024033/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=m
辽宁卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265022/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265022&livemode=1&stbId=m
漫游世界_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000003000028434/1.m3u8?channel-id=wasusyt&Contentid=6000000003000028434&livemode=1&stbId=m
咪咕视频_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011518/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=m
咪咕视频_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011519/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=m
咪咕视频_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011520/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=m
咪咕视频_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000020000011521/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000005308/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000005308&livemode=1&stbId=m
咪视界_6M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000005969/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000005969&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000007218/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000007218&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000008001/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000008001&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000008176/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000008176&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000008379/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000008379&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000010129/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000010129&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000010948/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000010948&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000028638/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000028638&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000000000031494/1.m3u8?channel-id=FifastbLive&Contentid=3000000000000031494&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000000097/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000002019/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000002809/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000003915/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000004193/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=m
咪视界_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000005837/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000006077/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000006658/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000009788/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000010833/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000011297/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000012558/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000012616/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000015560/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000019839/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000021904/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000023434/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000025380/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=m
咪视界_5M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000027691/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=m
咪视界_8M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000031669/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=m
咪视界(无水印)_6M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000015470/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=m
咪视界4K_30M2160HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/3000000010000005180/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=m
内蒙古蒙古语卫视_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000289001/1.m3u8?channel-id=bestzb&Contentid=5000000011000289001&livemode=1&stbId=m
内蒙古卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000014080/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=m
宁夏卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040022/1.m3u8?channel-id=bestzb&Contentid=5000000006000040022&livemode=1&stbId=m
宁夏卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000031451/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=m
青海安多卫视_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000022124/1.m3u8?channel-id=bestzb&Contentid=5000000006000022124&livemode=1&stbId=m
青海安多卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000266001/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266001&livemode=1&stbId=m
青海卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040015/1.m3u8?channel-id=bestzb&Contentid=5000000006000040015&livemode=1&stbId=m
青海卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=m
求索动物_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000002000010046/1.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=m
求索纪录_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000002000032052/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=m
求索科学_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000002000032344/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=m
求索生活_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000002000003382/1.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=m
山东教育卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000004097/1.m3u8?channel-id=ystenlive&Contentid=1000000002000004097&livemode=1&stbId=m
山东卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000020424/1.m3u8?channel-id=bestzb&Contentid=5000000004000020424&livemode=1&stbId=m
山东卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000027763/1.m3u8?channel-id=bestzb&Contentid=5000000010000027763&livemode=1&stbId=m
山东卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000004134/1.m3u8?channel-id=wasusyt&Contentid=6000000000000004134&livemode=1&stbId=m
山东卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000012807/1.m3u8?channel-id=ystenlive&Contentid=1000000000000012807&livemode=1&stbId=m
山东卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000016568/1.m3u8?channel-id=ystenlive&Contentid=1000000000000016568&livemode=1&stbId=m
山东卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265019/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=m
山西卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040023/1.m3u8?channel-id=bestzb&Contentid=5000000006000040023&livemode=1&stbId=m
山西卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000021220/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=m
陕西农林卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000266003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266003&livemode=1&stbId=m
陕西卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040017/1.m3u8?channel-id=bestzb&Contentid=5000000006000040017&livemode=1&stbId=m
陕西卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000007495/1.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=m
上海第一财经_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000027146/1.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=m
上海东方购物_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000007000010004/1.m3u8?channel-id=bestzb&Contentid=5000000007000010004&livemode=1&stbId=m
上海东方购物_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031124/1.m3u8?channel-id=bestzb&Contentid=5000000011000031124&livemode=1&stbId=m
上海东方购物_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031125/1.m3u8?channel-id=bestzb&Contentid=5000000011000031125&livemode=1&stbId=m
上海东方卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000014098/1.m3u8?channel-id=bestzb&Contentid=5000000004000014098&livemode=1&stbId=m
上海东方卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000032246/1.m3u8?channel-id=bestzb&Contentid=5000000010000032246&livemode=1&stbId=m
上海东方卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000003639/1.m3u8?channel-id=wasusyt&Contentid=6000000000000003639&livemode=1&stbId=m
上海东方卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000005866/1.m3u8?channel-id=ystenlive&Contentid=1000000000000005866&livemode=1&stbId=m
上海东方卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000010606/1.m3u8?channel-id=ystenlive&Contentid=1000000000000010606&livemode=1&stbId=m
上海东方卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000016545/1.m3u8?channel-id=ystenlive&Contentid=1000000000000016545&livemode=1&stbId=m
上海东方卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000030202/1.m3u8?channel-id=ystenlive&Contentid=1000000000000030202&livemode=1&stbId=m
上海东方卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265018/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265018&livemode=1&stbId=m
上海东方卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265021/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265021&livemode=1&stbId=m
上海东方影视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000032212/1.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=m
上海都市_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000018926/1.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=m
上海哈哈炫动_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000005000031641/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=m
上海哈哈炫动_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031123/1.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=m
上海教育_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000288019/1.m3u8?channel-id=bestzb&Contentid=5000000011000288019&livemode=1&stbId=m
上海五星体育_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=m
上海新闻综合_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031110/1.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=m
深圳卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000007410/1.m3u8?channel-id=bestzb&Contentid=5000000004000007410&livemode=1&stbId=m
深圳卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000024026/1.m3u8?channel-id=bestzb&Contentid=5000000010000024026&livemode=1&stbId=m
深圳卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000002116/1.m3u8?channel-id=wasusyt&Contentid=6000000000000002116&livemode=1&stbId=m
深圳卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000009227/1.m3u8?channel-id=ystenlive&Contentid=1000000000000009227&livemode=1&stbId=m
深圳卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000011645/1.m3u8?channel-id=ystenlive&Contentid=1000000000000011645&livemode=1&stbId=m
深圳卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=m
四川康巴卫视_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000003000001598/1.m3u8?channel-id=bestzb&Contentid=5000000003000001598&livemode=1&stbId=m
四川康巴卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000266002/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266002&livemode=1&stbId=m
四川卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000006119/1.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=m
四川卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000012000283004/1.m3u8?channel-id=bestzb&Contentid=5000000012000283004&livemode=1&stbId=m
四川卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=m
天津卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000030788/1.m3u8?channel-id=bestzb&Contentid=5000000000000030788&livemode=1&stbId=m
天津卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=m
天津卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000009186/1.m3u8?channel-id=wasusyt&Contentid=6000000000000009186&livemode=1&stbId=m
天津卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000000831/1.m3u8?channel-id=ystenlive&Contentid=1000000000000000831&livemode=1&stbId=m
天津卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000003475/1.m3u8?channel-id=ystenlive&Contentid=1000000000000003475&livemode=1&stbId=m
天津卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265026/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=m
西藏藏语卫视_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000002000021549/1.m3u8?channel-id=bestzb&Contentid=5000000002000021549&livemode=1&stbId=m
西藏卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000015894/1.m3u8?channel-id=ystenlive&Contentid=1000000002000015894&livemode=1&stbId=m
新疆卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040018/1.m3u8?channel-id=bestzb&Contentid=5000000006000040018&livemode=1&stbId=m
新疆卫视_4M576,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=m
炫动3D_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000003000000558/1.m3u8?channel-id=wasusyt&Contentid=6000000003000000558&livemode=1&stbId=m
央广购物_2.5M576,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000009000012021/1.m3u8?channel-id=bestzb&Contentid=5000000009000012021&livemode=1&stbId=m
云南卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000006000040019/1.m3u8?channel-id=bestzb&Contentid=5000000006000040019&livemode=1&stbId=m
云南卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=m
云南卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000002000024694/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=m
浙江卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000004000007275/1.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=m
浙江卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000010000017320/1.m3u8?channel-id=bestzb&Contentid=5000000010000017320&livemode=1&stbId=m
浙江卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000000000032070/1.m3u8?channel-id=wasusyt&Contentid=6000000000000032070&livemode=1&stbId=m
浙江卫视_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000000000009806&livemode=1&stbId=m
浙江卫视_8M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000000000014260/1.m3u8?channel-id=ystenlive&Contentid=1000000000000014260&livemode=1&stbId=m
浙江卫视_5.5M1080HEVC,http://[2409:8087:1e01:23::10]:8112/000000000000/1000000005000265031/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=m
直播室101_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000019233/1.m3u8?channel-id=bestzb&Contentid=5000000000000019233&livemode=1&stbId=m
直播室102_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000001116/1.m3u8?channel-id=bestzb&Contentid=5000000000000001116&livemode=1&stbId=m
直播室103_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000004876/1.m3u8?channel-id=bestzb&Contentid=5000000000000004876&livemode=1&stbId=m
直播室104_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000002898/1.m3u8?channel-id=bestzb&Contentid=5000000000000002898&livemode=1&stbId=m
直播室105_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000006777/1.m3u8?channel-id=bestzb&Contentid=5000000000000006777&livemode=1&stbId=m
直播室106_4M1080,http://[2409:8087:1e01:23::10]:8112/000000000000/5000000000000017342/1.m3u8?channel-id=bestzb&Contentid=5000000000000017342&livemode=1&stbId=m
